0.000000 0.000000
0.250000 0.178896
0.500000 0.178896
0.750000 0.178896
1.000000 0.178896
1.250000 0.178896
1.500000 0.178896
1.750000 0.178896
2.000000 0.178896
2.250000 0.178896
2.500000 0.178896
2.750000 0.178896
3.000000 0.178896
3.250000 0.178896
3.500000 0.178896
3.750000 0.178896
4.000000 0.178896
4.250000 0.178896
4.500000 0.178896
4.750000 0.178896
5.000000 0.178896
5.250000 0.178896
5.500000 0.178896
5.750000 0.178896
6.000000 0.178896
6.250000 0.178896
6.500000 0.178896
6.750000 0.178896
7.000000 0.178896
7.250000 0.178896
7.500000 0.178896
7.750000 0.178896
8.000000 0.178896
8.250000 0.178896
8.500000 0.178896
8.750000 0.178896
9.000000 0.178896
9.250000 0.178896
9.500000 0.178896
9.750000 0.178896
10.000000 0.178896
10.250000 0.178896
10.500000 0.178896
10.750000 0.178896
11.000000 0.178896
11.250000 0.178896
11.500000 0.178896
11.750000 0.178896
12.000000 0.178896
12.250000 0.178896
12.500000 0.178896
12.750000 0.178896
13.000000 0.178896
13.250000 0.178896
13.500000 0.178896
13.750000 0.178896
14.000000 0.178896
14.250000 0.178896
14.500000 0.178896
14.750000 0.178896
15.000000 0.178896
15.250000 0.178896
15.500000 0.178896
15.750000 0.178896
16.000000 0.178896
16.250000 0.178896
16.500000 0.178896
16.750000 0.178896
17.000000 0.178896
17.250000 0.178896
17.500000 0.178896
17.750000 0.178896
18.000000 0.178896
18.250000 0.178896
18.500000 0.178896
18.750000 0.178896
19.000000 0.178896
19.250000 0.178896
19.500000 0.178896
