Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     86.10     0.00     8793     0.00     0.00  funk2_scheduler_thread_controller__check_user_wait_politely
  0.00     86.10     0.00     8753     0.00     0.00  raw__double__is_type
  0.00     86.10     0.00     8520     0.00     0.00  f2__fiber__bytecode__pop__value_reg
  0.00     86.10     0.00     8470     0.00     0.00  raw__string__is_type
  0.00     86.10     0.00     8421     0.00     0.00  f2__fiber__bytecode__copy__value_reg__args_reg
  0.00     86.10     0.00     8252     0.00     0.00  raw__float__is_type
  0.00     86.10     0.00     8216     0.00     0.00  raw__gfunkptr__is_type
  0.00     86.10     0.00     8077     0.00     0.00  raw__pointer__is_type
  0.00     86.10     0.00     7757     0.00     0.00  f2__fiber__stack__pop_value
  0.00     86.10     0.00     7602     0.00     0.00  f2__compile__push_args
  0.00     86.10     0.00     7355     0.00     0.00  f2__fiber__bytecode__nop
  0.00     86.10     0.00     6803     0.00     0.00  f2__compile__push_iter
  0.00     86.10     0.00     6751     0.00     0.00  f2__compile__pop_iter
  0.00     86.10     0.00     6694     0.00     0.00  f2__compile__cons_exp
  0.00     86.10     0.00     6682     0.00     0.00  f2__compile__pop_args
  0.00     86.10     0.00     6675     0.00     0.00  f2__compile__car__set
  0.00     86.10     0.00     6484     0.00     0.00  funk2_never_delete_list__add_f2ptr
  0.00     86.10     0.00     6104     0.00     0.00  raw__char__is_decimal_digit
  0.00     86.10     0.00     6100     0.00     0.00  f2__stream__try_read_quoted
  0.00     86.10     0.00     6022     0.00     0.00  f2__stream__try_read_doublelink_list
  0.00     86.10     0.00     6006     0.00     0.00  f2__stream__try_read_backquoted
  0.00     86.10     0.00     5849     0.00     0.00  f2__fiber__bytecode__copy__args_reg__value_reg
  0.00     86.10     0.00     5672     0.00     0.00  f2__stream__try_read_comma_exp
  0.00     86.10     0.00     5639     0.00     0.00  f2__stream__try_read_cdr_comma_exp
  0.00     86.10     0.00     5592     0.00     0.00  f2__stream__try_read_funktion_name
  0.00     86.10     0.00     5551     0.00     0.00  f2__stream__try_read_escaped
  0.00     86.10     0.00     5493     0.00     0.00  f2__stream__try_read_string
  0.00     86.10     0.00     5380     0.00     0.00  f2__stream__try_read_number_list
  0.00     86.10     0.00     5365     0.00     0.00  f2__stream__try_read_number
  0.00     86.10     0.00     5120     0.00     0.00  funk2_symbol_hash__add_symbol
  0.00     86.10     0.00     5039     0.00     0.00  f2__stream__try_read_number_list_without_sign
  0.00     86.10     0.00     4952     0.00     0.00  f2__stream__try_read_symbol
  0.00     86.10     0.00     4861     0.00     0.00  f2__compile__cdr__set
  0.00     86.10     0.00     4770     0.00     0.00  raw__frame__is_type
  0.00     86.10     0.00     4483     0.00     0.00  f2__make_funk
  0.00     86.10     0.00     4387     0.00     0.00  pcfunk__make_funk
  0.00     86.10     0.00     4376     0.00     0.00  f2__compile__funk
  0.00     86.10     0.00     4302     0.00     0.00  funk2_primobject_type_handler__lookup_type
  0.00     86.10     0.00     4215     0.00     0.00  f2funk__new__trace_depth
  0.00     86.10     0.00     4196     0.00     0.00  f2__compile__special_symbol_exp
  0.00     86.10     0.00     4189     0.00     0.00  f2__demetropolize__special_symbol_exp
  0.00     86.10     0.00     4109     0.00     0.00  f2string__elt
  0.00     86.10     0.00     4106     0.00     0.00  pfunk2__f2string__elt
  0.00     86.10     0.00     4055     0.00     0.00  raw__ansi__stream__foreground
  0.00     86.10     0.00     3956     0.00     0.00  f2__primobject_type__lookup_slot_type_funk
  0.00     86.10     0.00     3729     0.00     0.00  f2__global_scheduler__this_processor
  0.00     86.10     0.00     3724     0.00     0.00  f2__demetropolize__funkvar_call
  0.00     86.10     0.00     3619     0.00     0.00  funk2_status
  0.00     86.10     0.00     3516     0.00     0.00  f2__compile__funk_bc
  0.00     86.10     0.00     3278     0.00     0.00  pcfunk__null
  0.00     86.10     0.00     3238     0.00     0.00  funk2_garbage_collector__add_f2ptr_to_never_delete_list
  0.00     86.10     0.00     3227     0.00     0.00  funk2_memory__global_environment
  0.00     86.10     0.00     3198     0.00     0.00  f2__compile__lookup_type_var
  0.00     86.10     0.00     3135     0.00     0.00  f2__object__slot__type_funk
  0.00     86.10     0.00     3127     0.00     0.00  pcfunk__object__slot__type_funk
  0.00     86.10     0.00     2984     0.00     0.00  raw__metrocfunk__is_type
  0.00     86.10     0.00     2912     0.00     0.00  f2time__new__trace_depth
  0.00     86.10     0.00     2850     0.00     0.00  f2time__new
  0.00     86.10     0.00     2709     0.00     0.00  funk2_memory__ptr_to_f2ptr__slow
  0.00     86.10     0.00     2707     0.00     0.00  f2__fiber__bytecode__jump
  0.00     86.10     0.00     2663     0.00     0.00  f2__compile__pop_env
  0.00     86.10     0.00     2652     0.00     0.00  f2__compile__pop_return
  0.00     86.10     0.00     2602     0.00     0.00  raw__funkable__is_type
  0.00     86.10     0.00     2601     0.00     0.00  f2__compile__push_env
  0.00     86.10     0.00     2579     0.00     0.00  f2__compile__push_return
  0.00     86.10     0.00     2510     0.00     0.00  pcfunk__cons__car
  0.00     86.10     0.00     2460     0.00     0.00  pfunk2__f2simple_array__elt__set
  0.00     86.10     0.00     2450     0.00     0.00  f2simple_array__elt__set
  0.00     86.10     0.00     2439     0.00     0.00  f2__ansi__stream__underscore_off_with_default_foreground
  0.00     86.10     0.00     2219     0.00     0.00  f2__next
  0.00     86.10     0.00     2131     0.00     0.00  pcfunk__next
  0.00     86.10     0.00     2008     0.00     0.00  f2__compile__lookup_funkvar
  0.00     86.10     0.00     1978     0.00     0.00  f2__scheduler__yield
  0.00     86.10     0.00     1958     0.00     0.00  f2__compile__pop_nil
  0.00     86.10     0.00     1894     0.00     0.00  raw__funkable__is_funktional
  0.00     86.10     0.00     1883     0.00     0.00  f2__compile__funkvar_call
  0.00     86.10     0.00     1869     0.00     0.00  f2__compile__copy_iter_to_args
  0.00     86.10     0.00     1860     0.00     0.00  raw__apply_metro
  0.00     86.10     0.00     1845     0.00     0.00  f2__processor__add_active_fiber
  0.00     86.10     0.00     1845     0.00     0.00  raw__funkable__env
  0.00     86.10     0.00     1810     0.00     0.00  f2__fiber_serial
  0.00     86.10     0.00     1756     0.00     0.00  f2fiber__new
  0.00     86.10     0.00     1753     0.00     0.00  f2__fiber__new
  0.00     86.10     0.00     1749     0.00     0.00  f2__scheduler__complete_fiber
  0.00     86.10     0.00     1737     0.00     0.00  f2__processor__add_active_fiber__thread_unsafe
  0.00     86.10     0.00     1726     0.00     0.00  f2__write__space
  0.00     86.10     0.00     1707     0.00     0.00  f2fiber__new__trace_depth
  0.00     86.10     0.00     1701     0.00     0.00  f2__global_scheduler__add_fiber_serial
  0.00     86.10     0.00     1679     0.00     0.00  f2fiber__funk
  0.00     86.10     0.00     1491     0.00     0.00  f2__environment__add_type_var_value
  0.00     86.10     0.00     1475     0.00     0.00  pfunk2__f2string__new
  0.00     86.10     0.00     1472     0.00     0.00  f2string__new
  0.00     86.10     0.00     1458     0.00     0.00  ptype_string__new
  0.00     86.10     0.00     1398     0.00     0.00  f2__ptypehash__double_size__thread_unsafe
  0.00     86.10     0.00     1368     0.00     0.00  new__symbol
  0.00     86.10     0.00     1288     0.00     0.00  f2pointer__new
  0.00     86.10     0.00     1288     0.00     0.00  pfunk2__f2pointer__new
  0.00     86.10     0.00     1288     0.00     0.00  ptype_pointer__new
  0.00     86.10     0.00     1279     0.00     0.00  f2cfunk__new
  0.00     86.10     0.00     1279     0.00     0.00  f2cfunk__new__trace_depth
  0.00     86.10     0.00     1277     0.00     0.00  f2__lookup_type
  0.00     86.10     0.00     1204     0.00     0.00  f2__compile__symbol
  0.00     86.10     0.00     1192     0.00     0.00  f2__frame__type_var_value__set
  0.00     86.10     0.00     1188     0.00     0.00  f2__compile__lookup_var
  0.00     86.10     0.00     1139     0.00     0.00  f2__compile__push_value
  0.00     86.10     0.00     1083     0.00     0.00  f2__environment__type_var_value__set
  0.00     86.10     0.00     1075     0.00     0.00  f2__fiber__bytecode__type_var__mutate
  0.00     86.10     0.00     1027     0.00     0.00  f2__compile__rawcode
  0.00     86.10     0.00     1008     0.00     0.00  pcfunk__lookup_type
  0.00     86.10     0.00      980     0.00     0.00  pcfunk__primobject_type__lookup_slot_type_funk
  0.00     86.10     0.00      978     0.00     0.00  f2__compile__pop_debug_funk_call
  0.00     86.10     0.00      917     0.00     0.00  f2__compile__push_debug_funk_call
  0.00     86.10     0.00      913     0.00     0.00  pfunk2__f2double__new
  0.00     86.10     0.00      901     0.00     0.00  f2double__new
  0.00     86.10     0.00      900     0.00     0.00  f2__ansi__stream__bold
  0.00     86.10     0.00      898     0.00     0.00  f2__array__elt
  0.00     86.10     0.00      856     0.00     0.00  pcfunk__array__elt
  0.00     86.10     0.00      849     0.00     0.00  f2__compile__copy_args_to_iter
  0.00     86.10     0.00      848     0.00     0.00  f2__ansi__stream__blue_foreground
  0.00     86.10     0.00      844     0.00     0.00  f2__compile__copy_return_to_pc
  0.00     86.10     0.00      843     0.00     0.00  f2__compile__newenv
  0.00     86.10     0.00      843     0.00     0.00  ptype_double__new
  0.00     86.10     0.00      830     0.00     0.00  f2__compile__endfunk
  0.00     86.10     0.00      828     0.00     0.00  f2__exception__is_type
  0.00     86.10     0.00      826     0.00     0.00  pcfunk__exception__is_type
  0.00     86.10     0.00      769     0.00     0.00  pcfunk__not
  0.00     86.10     0.00      756     0.00     0.00  f2__primobject_type__add_slot_type
  0.00     86.10     0.00      707     0.00     0.00  f2__ansi__stream__normal_intensity
  0.00     86.10     0.00      695     0.00     0.00  raw__char__decimal_digit_value
  0.00     86.10     0.00      682     0.00     0.00  f2__ansi__stream__white_foreground
  0.00     86.10     0.00      658     0.00     0.00  f2__compile__else_jump
  0.00     86.10     0.00      654     0.00     0.00  f2__demetropolize_full__with_status
  0.00     86.10     0.00      494     0.00     0.00  f2__compile__define_var
  0.00     86.10     0.00      489     0.00     0.00  f2__compile__define_type_var
  0.00     86.10     0.00      480     0.00     0.00  f2__compile__car
  0.00     86.10     0.00      440     0.00     0.00  funk2_garbage_collector_pool__grey_from_other_nodes
  0.00     86.10     0.00      421     0.00     0.00  f2__exps_demetropolize_full
  0.00     86.10     0.00      420     0.00     0.00  raw__read
  0.00     86.10     0.00      405     0.00     0.00  pcfunk__exps_demetropolize_full
  0.00     86.10     0.00      404     0.00     0.00  funk2_garbage_collector_pool__still_have_grey_nodes
  0.00     86.10     0.00      404     0.00     0.00  pcfunk__read
  0.00     86.10     0.00      392     0.00     0.00  pfunk2__f2string__length
  0.00     86.10     0.00      391     0.00     0.00  f2string__length
  0.00     86.10     0.00      380     0.00     0.00  f2__format
  0.00     86.10     0.00      369     0.00     0.00  pcfunk__exp__format
  0.00     86.10     0.00      354     0.00     0.00  f2__compile__jump_funk
  0.00     86.10     0.00      323     0.00     0.00  raw__exp__contains_comma
  0.00     86.10     0.00      295     0.00     0.00  funk2_garbage_collector_no_more_references_buffer__flush_no_more_references_knowledge_to_gc_pool
  0.00     86.10     0.00      293     0.00     0.00  funk2_garbage_collector_pool__flush_other_knowledge
  0.00     86.10     0.00      282     0.00     0.00  pcfunk__cons(char, double, long double)
  0.00     86.10     0.00      261     0.00     0.00  raw__number__to_double
  0.00     86.10     0.00      227     0.00     0.00  funk2_tricolor_set__white_set__mapc
  0.00     86.10     0.00      224     0.00     0.00  funk2_garbage_collector_pool__free_white_exps
  0.00     86.10     0.00      223     0.00     0.00  f2double(double)
  0.00     86.10     0.00      221     0.00     0.00  f2__compile__globalize_type_var
  0.00     86.10     0.00      221     0.00     0.00  pfunk2__f2double(double)
  0.00     86.10     0.00      220     0.00     0.00  f2__fwrite_depth
  0.00     86.10     0.00      220     0.00     0.00  raw__exp__contains_cdr_comma
  0.00     86.10     0.00      217     0.00     0.00  f2__fwrite__raw_string
  0.00     86.10     0.00      216     0.00     0.00  f2__compile__globalize_funkvar
  0.00     86.10     0.00      216     0.00     0.00  f2__fiber__bytecode__globalize_type_var
  0.00     86.10     0.00      211     0.00     0.00  f2__environment__safe_lookup_type_var_value
  0.00     86.10     0.00      210     0.00     0.00  f2__compile__copy_value_to_args
  0.00     86.10     0.00      210     0.00     0.00  f2__compile__globalize_funkvar_exp
  0.00     86.10     0.00      209     0.00     0.00  f2__frame__add_var_value
  0.00     86.10     0.00      207     0.00     0.00  f2__write__line_break
  0.00     86.10     0.00      206     0.00     0.00  f2__compile__apply_exp
  0.00     86.10     0.00      203     0.00     0.00  raw__termios__width
  0.00     86.10     0.00      197     0.00     0.00  f2__compile__nop
  0.00     86.10     0.00      196     0.00     0.00  f2__compile__jump
  0.00     86.10     0.00      196     0.00     0.00  f2__compile__pop_value
  0.00     86.10     0.00      186     0.00     0.00  f2__compile__copy_value_to_iter
  0.00     86.10     0.00      184     0.00     0.00  f2__compile(char, double, long double)
  0.00     86.10     0.00      180     0.00     0.00  f2__frame__lookup_var_value
  0.00     86.10     0.00      177     0.00     0.00  f2__compile(int, float)
  0.00     86.10     0.00      169     0.00     0.00  f2__compile__if_exp
  0.00     86.10     0.00      154     0.00     0.00  raw__number__is_type
  0.00     86.10     0.00      148     0.00     0.00  f2__new_alloc
  0.00     86.10     0.00      145     0.00     0.00  f2__stream__try_read_number_list_without_sign_or_decimal
  0.00     86.10     0.00      137     0.00     0.00  f2__compile__args__set
  0.00     86.10     0.00      128     0.00     0.00  f2__cons__car
  0.00     86.10     0.00      128     0.00     0.00  funk2_garbage_collector_other_grey_buffer__init
  0.00     86.10     0.00      126     0.00     0.00  f2__cons(char, double, long double)
  0.00     86.10     0.00      123     0.00     0.00  f2__fwrite
  0.00     86.10     0.00      123     0.00     0.00  f2simple_array__new
  0.00     86.10     0.00      123     0.00     0.00  pfunk2__f2simple_array__new
